x,y
0,-0.0776392573419562
1,0.37954424685276184
2,0.6111127660259903
3,0.8293743100859601
4,1.075381109490626
5,1.0549735328518153
6,0.7732518690139257
7,0.7672673974682162
8,0.6717696263362694
9,0.20817763395061342
10,0.06836306890353336
11,-0.07136630230854282
12,-0.5069583848027376
13,-0.7962598606647325
14,-0.8447073968439527
15,-0.9096635701817191
16,-1.1931685761356536
17,-0.6784387445182223
18,-0.5425008529206704
19,-0.36469537242625805
20,-0.08701531032651696
21,0.2569086946128779
22,0.6650823323481722
23,0.8844569885788968
24,0.8607571667854365
25,0.977484320180251
26,1.019390181058139
27,0.6347482682064823
28,0.5553745492057353
29,0.1350346627053619
30,-0.024718634821390396
31,-0.3341477430017706
32,-0.8190428850850365
33,-0.864935727396286
34,-0.8152227888901747
35,-0.898817591106055
36,-1.0156727040554463
37,-0.9068763890602388
38,-0.48932868445903493
39,-0.4215082185822859
40,0.16860536183409774
41,0.4502999941148914
42,0.5086334084974911
43,0.7596801057017446
44,0.821727009902188
45,0.9487185007519239
46,1.0581979603560197
47,0.8217117737598592
48,0.42811923732482393
49,0.48980043265756645
50,0.09033991995850225
51,-0.5260549238726655
52,-0.6182720944496133
53,-0.8193425970836629
54,-0.9540519752408546
55,-0.7765665311501139
56,-0.9682393671218762
57,-0.805837022053299
58,-0.6219432761690377
59,-0.3848904394645917
60,-0.027266221501933516
61,0.08648213268142418
62,0.6563714717792992
63,0.9977756217382348
64,1.0587036537076964
65,0.9902134830081686
66,0.7856573207373014
67,0.7896840580857432
68,0.6045282102556303
69,0.389734483398386
70,-0.027684805816068442
71,-0.4884085468121925
72,-0.5498542788179214
73,-0.7665537007741625
74,-1.0634555888446278
75,-0.9503154325813288
76,-0.9714602575593356
77,-0.8688119785931842
78,-0.6021920440095107
79,-0.4941544725174818
80,-0.02863979196049723
81,0.2633943987207007
82,0.5610776223344364
83,0.7535286420124303
84,0.8676650501050814
85,0.9946099729048439
86,1.0877370494179106
87,0.7751938195249942
88,0.6352882134969848
89,0.22331544069618509
90,0.14747763246325166
91,-0.25091840238440766
92,-0.6086237231587033
93,-0.7448385681332899
94,-0.9885276536402534
95,-0.9036948161213827
96,-0.9200397536053728
97,-0.8389871280572802
98,-0.5838696949846885
99,-0.2666288951288818
100,-0.15798695840283453
101,0.3779675306000404
102,0.7379000844007143
103,1.0459474096845012
104,0.99395926043622
105,0.9762959868958805
106,0.8281905298846506
107,0.8586695326090092
108,0.7482425409165319
109,0.23973052140381818
110,-0.20673078135488063
111,-0.5715567689060028
112,-0.6957365494882529
113,-0.8041008606124397
114,-0.8984445105935064
115,-1.1268911726119535
116,-0.9917241388540209
117,-0.903568650301817
118,-0.592849134180775
119,-0.43222636739265285
120,0.1398718316337925
121,0.3214329922244196
122,0.7488904245635316
123,0.9673025642727592
124,0.9943009411442885
125,0.9743500363462433
126,0.9838055940351995
127,1.0043349277918903
128,0.5873998567602224
129,0.19523320971482977
130,0.010919701536377956
131,-0.3135736974581861
132,-0.6311312052780983
133,-0.8510271839824285
134,-0.8339003612892527
135,-0.8224997118118922
136,-0.9867685939381646
137,-0.6723846838927099
138,-0.6279781227276472
139,-0.40651610504649166
140,0.01594173532254513
141,0.41715906607967485
142,0.563878686472156
143,0.9729264013440596
144,0.8870157448802924
145,1.0945972666162511
146,0.8909950089106032
147,0.7973446411972014
148,0.3622019401755372
149,0.18307295324334316
150,-0.07243708177998393
151,-0.1834591221303152
152,-0.5022500181933032
153,-0.90639685919141
154,-0.8748729703036737
155,-0.9774761494877549
156,-0.8199511392105198
157,-1.0122716562165903
158,-0.6653110257730935
159,-0.3221751876696892
160,-0.028424466288839836
161,0.2971431327057743
162,0.5294065956838935
163,0.9233367544297975
164,0.9084528471583252
165,0.9507601178494915
166,1.0088450698164
167,0.8024890651852415
168,0.6384300332650827
169,0.17201223030462595
170,-0.25232221150332557
171,-0.45132701208403136
172,-0.8113055510651415
173,-0.8886231752623484
174,-1.0683153585543756
175,-1.0145075048606398
176,-0.8849741978918191
177,-0.7507681743808818
178,-0.5562963962832346
179,-0.22727172209596222
180,0.03391173015636259
181,0.2098053988056775
182,0.6614675081643555
183,0.9101568918308395
184,1.0667722526587837
185,1.1124197705419414
186,0.9273416236858327
187,0.8561696512651832
188,0.43294145738903406
189,0.20792066987136526
190,-0.08914740652524489
191,-0.3619992997370427
192,-0.5670093930379914
193,-0.793686695222569
194,-0.9504381131801475
195,-1.0048605677182263
196,-0.8933754055530749
197,-0.7954540498095606
198,-0.613120069677197
199,-0.4503716952114857
200,-0.10661732201477536
201,0.26774086470547875
202,0.5406405023425562
203,0.8807117285064505
204,0.9746455279759987
205,1.1018394345892202
206,0.9789317055541883
207,0.6957175434304204
208,0.5706409204938256
209,0.4204478946396974
210,-0.018430574555561526
211,-0.28062353036917964
212,-0.5767093024275256
213,-0.6289529182320309
214,-0.9077607273656619
215,-0.9810319983840857
216,-0.9119645784515923
217,-0.956067030640906
218,-0.5487390612929843
219,-0.2464367165740411
220,-0.029096806299540683
221,0.3508339286491208
222,0.7292677768014917
223,0.8479249862340373
224,0.9915979784935793
225,0.9142327134961272
226,1.128500519842587
227,0.7475949749295433
228,0.489899136184694
229,0.46381114188129063
230,-0.017089582930973374
231,-0.3263677673146795
232,-0.7035063308885484
233,-0.8087470209160541
234,-0.8237929293601037
235,-0.9546981195431973
236,-0.928625118563539
237,-0.8256559249765457
238,-0.5011156126388618
239,-0.3520996119698027
240,-0.08922952413558767
241,0.2507709163526574
242,0.8123056825618201
243,0.7296070920608422
244,0.799333749817285
245,1.0341060588543993
246,0.98391494995715
247,0.8919148765539961
248,0.6349676199273924
249,0.4984649422325508
250,-0.0520653300357714
251,-0.37098527674138937
252,-0.4641194395202182
253,-0.9131829594282644
254,-0.8759988226575843
255,-0.8727945329409663
256,-0.9839235552490848
257,-0.6907160324530353
258,-0.45706289058760885
259,-0.2668715965186399
260,-0.020196848259702204
261,0.4171835836248193
262,0.4337787231884067
263,0.8226550059671935
264,0.8353009375942411
265,0.9550196051660469
266,0.7409393119124923
267,0.6325846491238201
268,0.4388932636000563
269,0.32939419696713723
270,0.09397310869845779
271,-0.41396278328432734
272,-0.6383780202732574
273,-0.7852024998492744
274,-0.8025686809796134
275,-1.0170242635904545
276,-0.9895580011663272
277,-0.9134227753148696
278,-0.5100475064198121
279,-0.34299911718429116
280,0.020991358832233038
281,0.3299546860230529
282,0.48043105162977406
283,0.7634009239874454
284,0.7580866717113639
285,0.9205375878760895
286,1.0198822540357144
287,0.7220791291502608
288,0.6927348435687714
289,0.22467694243433955
290,-0.046447979237861196
291,-0.25917675944073926
292,-0.5793850099336076
293,-0.7721493772844845
294,-0.8904769122545686
295,-1.2007929770390156
296,-0.8748800812364327
297,-0.719529469955186
298,-0.6574921672654573
299,-0.4961500308536489
300,0.09720243100129006
301,0.39224763997895035
302,0.5516366437721038
303,0.949406411705748
304,1.0044422854043058
